iter	Logloss
262	0.4142216986
263	0.4140388969
264	0.4136065405
265	0.4133716159
266	0.4130966079
267	0.4128175487
268	0.412630053
269	0.4124410603
270	0.4122481561
271	0.412048192
272	0.4118361652
273	0.4116510864
274	0.4114997067
275	0.4113157858
276	0.4110893971
277	0.4109358075
278	0.4108096192
279	0.410633184
280	0.4104114736
281	0.4101704167
282	0.4098986813
283	0.4097424116
284	0.40952037
285	0.4093863448
286	0.4091414972
287	0.4089194932
288	0.4087262338
289	0.4085826861
290	0.4084266482
291	0.4082342998
292	0.4080181966
293	0.4078639517
294	0.407618871
295	0.4074008596
296	0.407217034
297	0.4069920033
298	0.4068061001
299	0.4066660505
300	0.4064939919
301	0.4062846158
302	0.406088612
303	0.405877983
304	0.4056569859
305	0.4055298167
306	0.4051778651
307	0.4048757057
308	0.4046810199
309	0.4045284324
310	0.4043782492
311	0.4042378721
312	0.4041009607
313	0.4037986246
314	0.4036073343
315	0.4033939008
316	0.4031894969
317	0.4029739823
318	0.4028431936
319	0.4026406792
320	0.4024411286
321	0.402291204
322	0.4020883214
323	0.401949966
324	0.4017536185
325	0.4014083763
326	0.401240424
327	0.4010439788
328	0.4007281998
329	0.4005507205
330	0.4003695387
331	0.4001640637
332	0.3999682048
333	0.3997929362
334	0.3996376834
335	0.3994997377
336	0.3993162292
337	0.3992256706
338	0.398965939
339	0.398772961
340	0.3985544748
341	0.3983867869
342	0.3982370793
343	0.3980628058
344	0.3979411873
345	0.3977231773
346	0.3975484446
347	0.3973942328
348	0.3972137106
349	0.3970354369
350	0.3969209561
351	0.3967228449
352	0.3965627547
353	0.3964039756
354	0.3962603278
355	0.3960998998
356	0.3959208172
357	0.3957495475
358	0.3955238024
359	0.3953742723
360	0.3951955218
361	0.3950143151
362	0.394902162
363	0.3948337942
364	0.3946626969
365	0.3945236529
366	0.3943286139
367	0.3941236692
368	0.3939730205
369	0.3938481618
370	0.3936195451
371	0.3934818764
372	0.3932701316
373	0.3930991052
374	0.3929687706
375	0.3927941417
376	0.3926747142
377	0.3925551554
378	0.3924721135
379	0.3922749435
380	0.3921606743
381	0.3920197861
382	0.3918519214
383	0.3916093108
384	0.3913274486
385	0.3911316637
386	0.3910546019
387	0.3908915103
388	0.3907541185
389	0.3905803818
390	0.390458904
391	0.3903388055
392	0.3901708209
393	0.3900181728
394	0.3898538477
395	0.3897311275
396	0.3896274812
397	0.3894304584
398	0.3892725405
399	0.3891531358
400	0.3890016603
401	0.3888770532
402	0.3886699829
403	0.3885482796
404	0.3884375694
405	0.3882948553
406	0.3881232152
407	0.3877966107
408	0.3876507216
409	0.3875213913
410	0.387393008
411	0.3873245216
412	0.3872004899
413	0.3871219745
414	0.3868710119
415	0.3867154239
416	0.3865876084
417	0.3864675633
418	0.3862126628
419	0.3860953475
420	0.3859712355
421	0.3858531573
422	0.38567523
423	0.3854598649
424	0.3854206378
425	0.3852794255
426	0.3850269533
427	0.3849148115
428	0.3846842045
429	0.3845639266
430	0.3843674084
431	0.3842779186
432	0.3841505068
433	0.3840610234
434	0.3838918821
435	0.3838627779
436	0.3837045928
437	0.3835812576
438	0.3834321383
439	0.383295355
440	0.3831156814
441	0.3829386386
442	0.3828298414
443	0.3826594775
444	0.3825858003
445	0.3823956494
446	0.3822590206
447	0.3820548655
448	0.381839257
449	0.3817389534
450	0.3815464256
451	0.3814521287
452	0.3813027972
453	0.38119703
454	0.3810782161
455	0.3809257677
456	0.3807494631
457	0.3805461716
458	0.3805144045
459	0.3803273866
460	0.3802042382
461	0.3800980284
462	0.3798830596
463	0.3797490642
464	0.379640423
465	0.3795541867
466	0.379410702
467	0.379289358
468	0.3791446317
469	0.3789662549
470	0.3788294776
471	0.3786434768
472	0.3785210059
473	0.3783943596
474	0.3783005201
475	0.3781865433
476	0.3780073165
477	0.3778535375
478	0.3776376689
479	0.3774844179
480	0.3773738453
481	0.377220661
482	0.377164001
483	0.3769849579
484	0.3768748265
485	0.3768185848
486	0.3767000523
487	0.3765232457
488	0.3763095339
489	0.3761960475
490	0.3760848917
491	0.3759170792
492	0.3758144805
493	0.3756042263
494	0.3754784641
495	0.3753578237
496	0.3751660916
497	0.3750499451
498	0.37499169
499	0.3748868466
500	0.3747810926
501	0.3746781344
502	0.3745258433
503	0.3744412614
504	0.3742172037
505	0.3741953505
506	0.3741880004
507	0.3740884052
508	0.3739840452
509	0.3738633729
510	0.3737140691
511	0.3735727642
512	0.3734505512
513	0.3732495692
514	0.3730336105
515	0.3730316522
516	0.3728999738
517	0.3727768824
518	0.3725669135
519	0.3724106455
520	0.3723119192
521	0.372128557
522	0.3719741151
523	0.3718382274
524	0.3717220441
525	0.3715608629
526	0.3714409006
527	0.3712941449
528	0.3712036881
529	0.3710533556
530	0.3708667163
531	0.3706917891
532	0.3704906723
533	0.3704049114
534	0.3702310836
535	0.3701266163
536	0.370005149
537	0.3699623453
538	0.3698599801
539	0.369821739
540	0.3696967995
541	0.3695574833
542	0.3694390708
543	0.3693693756
544	0.3692489918
545	0.3690844885
546	0.368946033
547	0.3688062736
548	0.3687243031
549	0.3686173549
550	0.3684938886
551	0.3683896318
552	0.3682449972
553	0.3680803373
554	0.3679481317
555	0.3677735719
556	0.3677315208
557	0.3676043932
558	0.3674744255
559	0.3673457786
560	0.367157667
561	0.3670345138
562	0.3669344929
563	0.3668402498
564	0.366747606
565	0.3666102594
566	0.3664489699
567	0.3663477059
568	0.3661081496
569	0.3659508949
570	0.3658655219
571	0.3657445469
572	0.3655711605
573	0.3655004853
574	0.3653218724
575	0.3651992064
576	0.365095245
577	0.3650249056
578	0.3648226884
579	0.3647395184
580	0.3646524238
581	0.3645339556
582	0.3643345241
583	0.3642110666
584	0.3640577812
585	0.363984876
586	0.3639416338
587	0.363839078
588	0.3637241153
589	0.3636407855
590	0.3635660627
591	0.3634724383
592	0.3633946744
593	0.3632914803
594	0.3631986676
595	0.3630946598
596	0.3629976398
597	0.3629154424
598	0.3628178794
599	0.3626885909
600	0.3625699582
601	0.3624772959
602	0.362345218
603	0.3622521204
604	0.3621578779
605	0.3620310184
606	0.3619637983
607	0.3619389347
608	0.3617930136
609	0.3616982125
610	0.3615174441
611	0.3613422407
612	0.361266556
613	0.3611608752
614	0.3610414546
615	0.360906549
616	0.3607829653
617	0.3606535805
618	0.3603933319
619	0.3602449028
620	0.3601640595
621	0.3600801612
622	0.3599915249
623	0.3598647627
624	0.3597710194
625	0.3596833339
626	0.3595661306
627	0.3593966054
628	0.3592673037
629	0.3591439973
630	0.3589839056
631	0.3589819331
632	0.3589010837
633	0.3587788327
634	0.3586918858
635	0.3585608078
636	0.3584677835
637	0.3583804827
638	0.3582820259
639	0.3580988316
640	0.3580859038
641	0.3580825654
642	0.3579475836
643	0.3578745806
644	0.3577903935
645	0.3576585725
646	0.3575391169
647	0.3574216149
648	0.3572857071
649	0.3571378374
650	0.3570833896
651	0.3569174883
652	0.3567639816
653	0.3566467248
654	0.3565413937
655	0.3564195082
656	0.3562894265
657	0.356146507
658	0.3559986058
659	0.3558487447
660	0.3557345709
661	0.3556516798
662	0.3555400391
663	0.3554227369
664	0.3553071279
665	0.3551577217
666	0.35505551
667	0.3549588998
668	0.3548835794
669	0.3547503778
670	0.3546220963
671	0.3545198545
672	0.3544279637
673	0.3543335545
674	0.3541879076
675	0.3540976045
676	0.3540015352
677	0.3538613912
678	0.3537393572
679	0.3535956763
680	0.3534567115
681	0.3533612726
682	0.3532745104
683	0.3531980802
684	0.3531091685
685	0.3530108483
686	0.3529522952
687	0.3529169443
688	0.3528392901
689	0.3527673186
690	0.352709171
691	0.3526033302
692	0.3524919988
693	0.3523769774
694	0.3522302513
695	0.3521705812
696	0.3520710042
697	0.3519722873
698	0.3518316474
699	0.3517118107
700	0.3515581244
701	0.3513639299
702	0.3512332825
703	0.3511382258
704	0.3510590505
705	0.3509432346
706	0.350796257
707	0.3507298743
708	0.3506318254
709	0.3505193398
710	0.3503869259
711	0.3502526524
712	0.3501879523
713	0.3500924203
714	0.3500155801
715	0.3499005542
716	0.3497875917
717	0.3496352818
718	0.34951858
719	0.3493902052
720	0.3492657278
721	0.3491442213
722	0.3490560964
723	0.348902919
724	0.348794291
725	0.3487065288
726	0.3486278045
727	0.3485069863
728	0.3483863138
729	0.3482260186
730	0.3481496197
731	0.3480564116
732	0.347962709
733	0.3478423667
734	0.3477712905
735	0.3475875462
736	0.3474928667
737	0.3473996737
738	0.3473223106
739	0.3471536962
740	0.3470685879
741	0.3469736663
742	0.3468434543
743	0.3467291894
744	0.3466655118
745	0.3465626645
746	0.3465175834
747	0.3464036688
748	0.3462905184
749	0.3462634525
750	0.3462033824
751	0.3460728306
752	0.3459413313
753	0.3458822718
754	0.3457670201
755	0.3456801818
756	0.3455976843
757	0.3455357483
758	0.3454136354
759	0.3453252411
760	0.3452119034
761	0.3450929796
762	0.3449477452
763	0.3448679793
764	0.3446443725
765	0.3446429684
766	0.3444662657
767	0.3443603254
768	0.3442664476
769	0.3441379613
770	0.3440276789
771	0.3439123644
772	0.343724793
773	0.3435986343
774	0.3435119186
775	0.3434399467
776	0.343339131
777	0.3432289408
778	0.3431429663
779	0.3430346118
780	0.3428916375
781	0.3427888407
782	0.3426803796
783	0.3426043427
784	0.3424895212
785	0.3423524107
786	0.3423042945
787	0.3422136949
788	0.3421273826
789	0.3420321031
790	0.3419262448
791	0.3418452478
792	0.3417093362
793	0.3415969445
794	0.3414324289
795	0.3413442058
796	0.3412583947
797	0.3411509445
798	0.3410672607
799	0.3409789324
800	0.3408565463
801	0.3407580858
802	0.3406830877
803	0.340589042
804	0.3404551638
805	0.3403864757
806	0.3402912961
807	0.3402306297
808	0.340158001
809	0.3400581528
810	0.3399694205
811	0.3398718248
812	0.3397672892
813	0.3396575886
814	0.3395613051
815	0.3395044421
816	0.3394105897
817	0.3393548754
818	0.3392940034
819	0.3391910801
820	0.3391089909
821	0.3390140277
822	0.3389311914
823	0.3388036803
824	0.3386937326
825	0.3385733354
826	0.3384445041
827	0.338337172
828	0.3382244007
829	0.3381147086
830	0.3380364487
831	0.3379504616
832	0.3378297567
833	0.3376692249
834	0.3375325565
835	0.3374766414
836	0.3373754268
837	0.3372035776
838	0.3370964178
839	0.3370638075
840	0.3369569279
841	0.3368748577
842	0.3367668827
843	0.3366554654
844	0.33652303
845	0.3364498685
846	0.3363748904
847	0.3362523911
848	0.3361821621
849	0.3360985037
850	0.335947806
851	0.3358305408
852	0.3357469813
853	0.3356487251
854	0.3355407962
855	0.335369
856	0.3352821652
857	0.3352032837
858	0.3350405469
859	0.3348858243
860	0.3347934366
861	0.334730174
862	0.3346471331
863	0.3345079339
864	0.3344123934
865	0.3343419491
866	0.3342270593
867	0.3340955417
868	0.3340171338
869	0.3338919068
870	0.3338191207
871	0.3337106639
872	0.3336433183
873	0.3335463442
874	0.3334760991
875	0.3333329617
876	0.3333068448
877	0.3332091516
878	0.3331407135
879	0.3331078413
880	0.3329891015
881	0.3329232316
882	0.3328261745
883	0.3327788804
884	0.3326592693
885	0.3325734587
886	0.3324802162
887	0.3323868127
888	0.3322436449
889	0.3321700159
890	0.3320521325
891	0.3319185906
892	0.3318663932
893	0.3317630587
894	0.3316073376
895	0.3315318932
896	0.3314617229
897	0.3314223282
898	0.3313547729
899	0.3312687836
900	0.3312627262
901	0.3311264038
902	0.3310456768
903	0.3309780284
904	0.3308879363
905	0.3308683276
906	0.3307574911
907	0.3306634529
908	0.3305604124
909	0.3304934937
910	0.3304543533
911	0.3303883229
912	0.3302271055
913	0.3301171181
914	0.3300180045
915	0.3299771118
916	0.3299087323
917	0.3297997881
918	0.3297029512
919	0.3295965755
920	0.3295334566
921	0.3294482426
922	0.329368972
923	0.3292283636
924	0.329168569
925	0.3290335507
926	0.3289252435
927	0.32885291
928	0.3287593621
929	0.3286826915
930	0.3286289846
931	0.3285379668
932	0.3284622575
933	0.3283821599
934	0.3282555814
935	0.3281712791
936	0.3280706324
937	0.3279570972
938	0.3278487565
939	0.3277939769
940	0.3277131175
941	0.3276635181
942	0.3275201832
943	0.3274637855
944	0.3273609255
945	0.3272640238
946	0.3271912931
947	0.3271144786
948	0.3270789211
949	0.3269502726
950	0.3269470947
951	0.3268499781
952	0.3267601445
953	0.3266910867
954	0.3266112974
955	0.3264934191
956	0.3264572717
957	0.3263806722
958	0.3263231254
959	0.3262425164
960	0.3261369197
961	0.3260780088
962	0.325945525
963	0.3258486292
964	0.3257858383
965	0.3256833087
966	0.3255802228
967	0.3255179808
968	0.3254139511
969	0.3253318183
970	0.325232457
971	0.3251460396
972	0.3251302933
973	0.325019357
974	0.3249532194
975	0.3248863683
976	0.3248355408
977	0.3247598443
978	0.3246718095
979	0.3245738781
980	0.3245049043
981	0.3244176496
982	0.3243292277
983	0.3242385368
984	0.3241810352
985	0.3240969076
986	0.3239931718
987	0.323907691
988	0.3238599405
989	0.3237907183
990	0.323683307
991	0.3236099041
992	0.3236092761
993	0.3235177426
994	0.3234418471
995	0.3233308793
996	0.3232574242
997	0.3231579357
998	0.323029943
999	0.3229154013
