iter	Passed	Remaining
332	7181	14383
333	7202	14362
334	7225	14342
335	7245	14318
336	7272	14308
337	7294	14287
338	7315	14264
339	7338	14245
340	7359	14222
341	7383	14206
342	7405	14185
343	7428	14165
344	7449	14142
345	7468	14116
346	7488	14091
347	7509	14069
348	7529	14044
349	7547	14017
350	7567	13992
351	7586	13965
352	7606	13941
353	7629	13922
354	7646	13893
355	7666	13869
356	7684	13840
357	7703	13815
358	7723	13790
359	7744	13767
360	7763	13741
361	7782	13716
362	7802	13691
363	7824	13670
364	7845	13648
365	7864	13623
366	7886	13603
367	7911	13586
368	7932	13565
369	7953	13542
370	7978	13526
371	7999	13503
372	8024	13489
373	8050	13474
374	8077	13461
375	8100	13442
376	8124	13425
377	8150	13411
378	8171	13389
379	8206	13389
380	8226	13365
381	8246	13341
382	8267	13319
383	8290	13298
384	8309	13273
385	8327	13246
386	8349	13225
387	8368	13199
388	8398	13191
389	8421	13172
390	8442	13149
391	8463	13126
392	8482	13101
393	8504	13081
394	8525	13057
395	8546	13035
396	8568	13014
397	8590	12994
398	8611	12971
399	8633	12950
400	8657	12931
401	8677	12908
402	8702	12892
403	8724	12871
404	8746	12849
405	8769	12830
406	8792	12810
407	8816	12792
408	8837	12770
409	8860	12750
410	8891	12742
411	8912	12720
412	8933	12696
413	8953	12673
414	8975	12652
415	8997	12631
416	9015	12605
417	9036	12581
418	9055	12556
419	9077	12534
420	9096	12510
421	9115	12485
422	9135	12461
423	9155	12437
424	9177	12417
425	9197	12392
426	9218	12370
427	9239	12348
428	9260	12325
429	9280	12301
430	9300	12278
431	9322	12257
432	9344	12236
433	9368	12217
434	9388	12194
435	9413	12177
436	9436	12156
437	9461	12139
438	9483	12118
439	9503	12095
440	9527	12076
441	9546	12052
442	9567	12029
443	9588	12007
444	9610	11985
445	9630	11962
446	9649	11937
447	9668	11912
448	9688	11889
449	9709	11866
450	9729	11843
451	9748	11818
452	9768	11795
453	9788	11772
454	9809	11750
455	9831	11728
456	9851	11705
457	9871	11682
458	9892	11660
459	9914	11639
460	9935	11616
461	9956	11594
462	9977	11571
463	9999	11550
464	10022	11530
465	10040	11506
466	10064	11486
467	10084	11463
468	10107	11443
469	10125	11418
470	10146	11395
471	10165	11371
472	10185	11348
473	10206	11326
474	10226	11303
475	10247	11280
476	10267	11258
477	10288	11235
478	10312	11216
479	10333	11194
480	10352	11170
481	10376	11151
482	10397	11129
483	10417	11106
484	10438	11084
485	10459	11061
486	10478	11037
487	10498	11014
488	10519	10992
489	10537	10968
490	10560	10947
491	10581	10925
492	10599	10900
493	10619	10877
494	10640	10855
495	10661	10832
496	10682	10811
497	10705	10791
498	10725	10768
499	10745	10745
500	10764	10721
501	10787	10701
502	10808	10679
503	10829	10657
504	10850	10635
505	10870	10612
506	10892	10591
507	10911	10567
508	10932	10546
509	10954	10524
510	10973	10501
511	10992	10477
512	11012	10454
513	11033	10432
514	11052	10408
515	11070	10383
516	11088	10359
517	11107	10335
518	11128	10313
519	11148	10290
520	11167	10267
521	11184	10241
522	11206	10220
523	11230	10201
524	11251	10180
525	11270	10156
526	11290	10133
527	11310	10111
528	11330	10088
529	11350	10065
530	11368	10041
531	11390	10019
532	11413	9999
533	11433	9977
534	11452	9954
535	11471	9930
536	11492	9909
537	11512	9886
538	11535	9866
539	11555	9843
540	11576	9821
541	11598	9800
542	11618	9778
543	11639	9756
544	11661	9735
545	11679	9711
546	11698	9687
547	11717	9665
548	11736	9641
549	11758	9620
550	11776	9596
551	11795	9572
552	11815	9550
553	11835	9528
554	11868	9515
555	11906	9508
556	11925	9485
557	11947	9463
558	11967	9441
559	11987	9418
560	12006	9395
561	12027	9374
562	12051	9354
563	12072	9332
564	12097	9314
565	12121	9294
566	12141	9271
567	12202	9281
568	12262	9288
569	12296	9276
570	12317	9254
571	12336	9230
572	12354	9206
573	12373	9183
574	12389	9157
575	12411	9136
576	12431	9113
577	12449	9089
578	12469	9066
579	12486	9042
580	12506	9019
581	12527	8997
582	12548	8975
583	12571	8954
584	12591	8932
585	12615	8912
586	12636	8890
587	12656	8867
588	12679	8847
589	12700	8825
590	12723	8805
591	12742	8782
592	12763	8760
593	12784	8737
594	12807	8717
595	12829	8696
596	12847	8672
597	12868	8650
598	12885	8626
599	12904	8602
600	12924	8580
601	12945	8558
602	12964	8535
603	12983	8512
604	13003	8489
605	13023	8467
606	13044	8445
607	13064	8422
608	13083	8400
609	13103	8377
610	13124	8355
611	13144	8333
612	13163	8310
613	13183	8288
614	13208	8268
615	13227	8245
616	13247	8223
617	13268	8201
618	13289	8180
619	13310	8158
620	13330	8135
621	13353	8115
622	13375	8093
623	13394	8071
624	13416	8050
625	13440	8030
626	13462	8008
627	13484	7987
628	13505	7966
629	13525	7943
630	13544	7920
631	13565	7898
632	13587	7877
633	13608	7856
634	13629	7834
635	13653	7814
636	13674	7792
637	13694	7770
638	13717	7749
639	13737	7727
640	13757	7705
641	13778	7683
642	13796	7659
643	13817	7638
644	13839	7617
645	13860	7595
646	13880	7573
647	13901	7551
648	13919	7528
649	13937	7504
650	13957	7482
651	13977	7460
652	13997	7438
653	14018	7416
654	14037	7393
655	14058	7372
656	14079	7350
657	14098	7327
658	14119	7306
659	14141	7284
660	14161	7262
661	14181	7240
662	14201	7218
663	14220	7195
664	14239	7173
665	14261	7151
666	14280	7129
667	14299	7107
668	14320	7085
669	14342	7064
670	14363	7042
671	14383	7020
672	14405	6999
673	14423	6976
674	14443	6954
675	14464	6932
676	14484	6910
677	14508	6890
678	14528	6868
679	14550	6847
680	14570	6825
681	14591	6803
682	14615	6783
683	14637	6762
684	14660	6741
685	14681	6720
686	14704	6699
687	14728	6679
688	14749	6657
689	14772	6636
690	14794	6615
691	14815	6594
692	14839	6573
693	14860	6552
694	14880	6530
695	14902	6509
696	14921	6486
697	14940	6464
698	14959	6441
699	14978	6419
700	14998	6397
701	15019	6375
702	15041	6354
703	15060	6332
704	15080	6310
705	15101	6288
706	15121	6266
707	15140	6244
708	15159	6222
709	15182	6201
710	15201	6178
711	15221	6157
712	15244	6136
713	15265	6114
714	15285	6092
715	15306	6071
716	15325	6049
717	15347	6027
718	15366	6005
719	15385	5983
720	15405	5961
721	15421	5937
722	15439	5915
723	15459	5893
724	15479	5871
725	15499	5849
726	15524	5829
727	15544	5807
728	15565	5786
729	15585	5764
730	15610	5744
731	15629	5722
732	15650	5700
733	15672	5679
734	15701	5661
735	15723	5640
736	15745	5618
737	15766	5597
738	15785	5575
739	15806	5553
740	15826	5531
741	15844	5509
742	15863	5487
743	15882	5465
744	15902	5443
745	15919	5420
746	15941	5399
747	15960	5377
748	15983	5356
749	16002	5334
750	16023	5312
751	16042	5290
752	16062	5268
753	16081	5246
754	16101	5225
755	16122	5203
756	16143	5182
757	16162	5160
758	16181	5137
759	16200	5115
760	16222	5094
761	16243	5073
762	16262	5051
763	16283	5029
764	16305	5008
765	16324	4986
766	16346	4965
767	16368	4944
768	16388	4922
769	16408	4901
770	16430	4880
771	16450	4858
772	16470	4836
773	16491	4815
774	16515	4794
775	16534	4772
776	16554	4751
777	16574	4729
778	16595	4708
779	16616	4686
780	16636	4665
781	16658	4644
782	16680	4622
783	16701	4601
784	16721	4579
785	16744	4558
786	16768	4538
787	16789	4517
788	16807	4494
789	16818	4470
790	16845	4450
791	16870	4430
792	16890	4409
793	16907	4386
794	16921	4363
795	16932	4339
796	16945	4316
797	16957	4292
798	16967	4268
799	16980	4245
800	16988	4220
801	16996	4196
802	17005	4171
803	17012	4147
804	17021	4123
805	17029	4098
806	17038	4074
807	17044	4050
808	17052	4026
809	17060	4001
810	17069	3977
811	17076	3953
812	17084	3929
813	17091	3905
814	17099	3881
815	17107	3857
816	17115	3833
817	17124	3810
818	17132	3786
819	17140	3762
820	17148	3738
821	17156	3715
822	17163	3691
823	17172	3667
824	17179	3644
825	17189	3621
826	17199	3598
827	17207	3574
828	17216	3551
829	17225	3528
830	17235	3505
831	17243	3481
832	17254	3459
833	17263	3436
834	17272	3413
835	17283	3390
836	17291	3367
837	17302	3344
838	17309	3321
839	17322	3299
840	17331	3276
841	17340	3253
842	17348	3231
843	17357	3208
844	17369	3186
845	17377	3163
846	17389	3141
847	17400	3119
848	17408	3096
849	17420	3074
850	17429	3051
851	17437	3029
852	17446	3006
853	17455	2984
854	17464	2961
855	17473	2939
856	17484	2917
857	17491	2894
858	17501	2872
859	17512	2850
860	17521	2828
861	17535	2807
862	17544	2785
863	17552	2762
864	17563	2741
865	17572	2719
866	17582	2697
867	17593	2675
868	17602	2653
869	17611	2631
870	17620	2609
871	17631	2588
872	17638	2565
873	17649	2544
874	17657	2522
875	17667	2500
876	17677	2479
877	17686	2457
878	17697	2436
879	17707	2414
880	17715	2392
881	17723	2371
882	17731	2349
883	17739	2327
884	17748	2306
885	17760	2285
886	17767	2263
887	17777	2242
888	17784	2220
889	17793	2199
890	17800	2177
891	17809	2156
892	17816	2134
893	17825	2113
894	17832	2092
895	17840	2070
896	17847	2049
897	17855	2028
898	17862	2006
899	17871	1985
900	17879	1964
901	17887	1943
902	17895	1922
903	17904	1901
904	17911	1880
905	17918	1859
906	17926	1838
907	17933	1817
908	17940	1796
909	17947	1775
910	17957	1754
911	17964	1733
912	17973	1712
913	17980	1691
914	17990	1671
915	17997	1650
916	18005	1629
917	18012	1609
918	18021	1588
919	18028	1567
920	18037	1547
921	18044	1526
922	18051	1505
923	18058	1485
924	18066	1464
925	18074	1444
926	18081	1423
927	18089	1403
928	18096	1383
929	18105	1362
930	18112	1342
931	18120	1322
932	18127	1301
933	18136	1281
934	18143	1261
935	18151	1241
936	18159	1220
937	18167	1200
938	18174	1180
939	18184	1160
940	18191	1140
941	18200	1120
942	18207	1100
943	18217	1080
944	18224	1060
945	18233	1040
946	18239	1020
947	18247	1000
948	18254	981
949	18263	961
950	18270	941
951	18277	921
952	18285	901
953	18292	882
954	18301	862
955	18308	842
956	18317	823
957	18324	803
958	18332	783
959	18341	764
960	18352	744
961	18359	725
962	18367	705
963	18374	686
964	18384	666
965	18391	647
966	18402	627
967	18415	608
968	18429	589
969	18439	570
970	18455	551
971	18467	531
972	18478	512
973	18486	493
974	18496	474
975	18504	455
976	18514	435
977	18522	416
978	18532	397
979	18544	378
980	18553	359
981	18564	340
982	18577	321
983	18587	302
984	18597	283
985	18606	264
986	18616	245
987	18626	226
988	18635	207
989	18643	188
990	18651	169
991	18662	150
992	18670	131
993	18680	112
994	18690	93
995	18698	75
996	18707	56
997	18716	37
998	18729	18
999	18738	0
